id,date,week,timeSlot,holiday,rrr,windSpeed,Vt6,Vt5,Vt4,Vt3,Vt2,Vt1,Vt
74,1,2,74,0,0,3.6,51.6,49.35,52.56,55.77,40.5,47.91,55.32
75,1,2,75,0,0,3.6,49.35,52.56,55.77,40.5,47.91,55.32,47.26
76,1,2,76,0,0,3.6,52.56,55.77,40.5,47.91,55.32,47.26,58.6
77,1,2,77,0,0,3.6,55.77,40.5,47.91,55.32,47.26,58.6,51.1
78,1,2,78,0,0,3.6,40.5,47.91,55.32,47.26,58.6,51.1,59.2
79,1,2,79,0,0,3.6,47.91,55.32,47.26,58.6,51.1,59.2,55.7
80,1,2,80,0,0,3.6,55.32,47.26,58.6,51.1,59.2,55.7,54.08
81,1,2,81,0,0,3.6,47.26,58.6,51.1,59.2,55.7,54.08,49.15
82,1,2,82,0,0,3.6,58.6,51.1,59.2,55.7,54.08,49.15,55.7
83,1,2,83,0,0,3.6,51.1,59.2,55.7,54.08,49.15,55.7,60.73
84,1,2,84,0,0,3.6,59.2,55.7,54.08,49.15,55.7,60.73,46.02
85,1,2,85,0,0,3.6,55.7,54.08,49.15,55.7,60.73,46.02,50.23
86,1,2,86,0,0,3.6,54.08,49.15,55.7,60.73,46.02,50.23,48.58
87,1,2,87,0,0,3.6,49.15,55.7,60.73,46.02,50.23,48.58,44.43
88,1,2,88,0,0,3.6,55.7,60.73,46.02,50.23,48.58,44.43,40.26
89,1,2,89,0,0,3.6,60.73,46.02,50.23,48.58,44.43,40.26,41.28
90,1,2,90,0,0,3.6,46.02,50.23,48.58,44.43,40.26,41.28,39.92
91,1,2,91,0,0,3.6,50.23,48.58,44.43,40.26,41.28,39.92,50.02
92,1,2,92,0,0,3.6,48.58,44.43,40.26,41.28,39.92,50.02,42.64
93,1,2,93,0,0,3.6,44.43,40.26,41.28,39.92,50.02,42.64,48.53
94,1,2,94,0,0,3.6,40.26,41.28,39.92,50.02,42.64,48.53,50.67
95,1,2,95,0,0,3.6,41.28,39.92,50.02,42.64,48.53,50.67,41.54
96,1,2,96,0,0,3.6,39.92,50.02,42.64,48.53,50.67,41.54,15.99
97,1,2,97,0,0,3.6,50.02,42.64,48.53,50.67,41.54,15.99,11.13
98,1,2,98,0,0,3.6,42.64,48.53,50.67,41.54,15.99,11.13,9.15
99,1,2,99,0,0,3.6,48.53,50.67,41.54,15.99,11.13,9.15,9.01
100,1,2,100,0,0,3.6,50.67,41.54,15.99,11.13,9.15,9.01,13.58
101,1,2,101,0,0,3.6,41.54,15.99,11.13,9.15,9.01,13.58,6.75
102,1,2,102,0,0,3.6,15.99,11.13,9.15,9.01,13.58,6.75,11.35
103,1,2,103,0,0,3.6,11.13,9.15,9.01,13.58,6.75,11.35,7.12
104,1,2,104,0,0,3.6,9.15,9.01,13.58,6.75,11.35,7.12,4.47
105,1,2,105,0,0,3.6,9.01,13.58,6.75,11.35,7.12,4.47,5.04
106,1,2,106,0,0,3.6,13.58,6.75,11.35,7.12,4.47,5.04,11.66
107,1,2,107,0,0,3.6,6.75,11.35,7.12,4.47,5.04,11.66,8.97
108,1,2,108,0,0,3.6,11.35,7.12,4.47,5.04,11.66,8.97,7.96
109,1,2,109,0,0,3.6,7.12,4.47,5.04,11.66,8.97,7.96,6.87
110,1,2,110,0,0,3.6,4.47,5.04,11.66,8.97,7.96,6.87,7.14
111,1,2,111,0,0,3.6,5.04,11.66,8.97,7.96,6.87,7.14,17.9
112,1,2,112,0,0,3.6,11.66,8.97,7.96,6.87,7.14,17.9,36.29
113,1,2,113,0,0,3.6,8.97,7.96,6.87,7.14,17.9,36.29,40.77
114,1,2,114,0,0,3.6,7.96,6.87,7.14,17.9,36.29,40.77,25.46
115,1,2,115,0,0,3.6,6.87,7.14,17.9,36.29,40.77,25.46,22.73
116,1,2,116,0,0,3.6,7.14,17.9,36.29,40.77,25.46,22.73,14.35
117,1,2,117,0,0,3.6,17.9,36.29,40.77,25.46,22.73,14.35,5.8
118,1,2,118,0,0,3.6,36.29,40.77,25.46,22.73,14.35,5.8,6.87
119,1,2,119,0,0,3.6,40.77,25.46,22.73,14.35,5.8,6.87,10.45
120,1,2,120,0,0,3.6,25.46,22.73,14.35,5.8,6.87,10.45,15.39
121,1,2,121,0,0,3.6,22.73,14.35,5.8,6.87,10.45,15.39,15.31
122,1,2,122,0,0,3.6,14.35,5.8,6.87,10.45,15.39,15.31,27.69
123,1,2,123,0,0,3.6,5.8,6.87,10.45,15.39,15.31,27.69,42.87
124,1,2,124,0,0,3.6,6.87,10.45,15.39,15.31,27.69,42.87,46.12
125,1,2,125,0,0,3.6,10.45,15.39,15.31,27.69,42.87,46.12,40.74
126,1,2,126,0,0,3.6,15.39,15.31,27.69,42.87,46.12,40.74,30.19
127,1,2,127,0,0,3.6,15.31,27.69,42.87,46.12,40.74,30.19,41.36
128,1,2,128,0,0,3.6,27.69,42.87,46.12,40.74,30.19,41.36,43.54
129,1,2,129,0,0,3.6,42.87,46.12,40.74,30.19,41.36,43.54,39.85
130,1,2,130,0,0,3.6,46.12,40.74,30.19,41.36,43.54,39.85,27.32
131,1,2,131,0,0,3.6,40.74,30.19,41.36,43.54,39.85,27.32,44.15
132,1,2,132,0,0,3.6,30.19,41.36,43.54,39.85,27.32,44.15,42.52
133,1,2,133,0,0,3.6,41.36,43.54,39.85,27.32,44.15,42.52,38.28
134,1,2,134,0,0,3.6,43.54,39.85,27.32,44.15,42.52,38.28,42.5
135,1,2,135,0,0,3.6,39.85,27.32,44.15,42.52,38.28,42.5,40.61
136,1,2,136,0,0,3.6,27.32,44.15,42.52,38.28,42.5,40.61,45.28
137,1,2,137,0,0,3.6,44.15,42.52,38.28,42.5,40.61,45.28,39.79
138,1,2,138,0,0,3.6,42.52,38.28,42.5,40.61,45.28,39.79,40.48
139,1,2,139,0,0,3.6,38.28,42.5,40.61,45.28,39.79,40.48,37.26
140,1,2,140,0,0,3.6,42.5,40.61,45.28,39.79,40.48,37.26,39.86
141,1,2,141,0,0,3.6,40.61,45.28,39.79,40.48,37.26,39.86,39.09
142,1,2,142,0,0,3.6,45.28,39.79,40.48,37.26,39.86,39.09,28.51
143,1,2,143,0,0,3.6,39.79,40.48,37.26,39.86,39.09,28.51,29.85
144,1,2,144,0,0,3.6,40.48,37.26,39.86,39.09,28.51,29.85,48.19
145,1,2,145,0,0,3.6,37.26,39.86,39.09,28.51,29.85,48.19,43.01
146,1,2,146,0,0,3.6,39.86,39.09,28.51,29.85,48.19,43.01,30.47
147,1,2,147,0,0,3.6,39.09,28.51,29.85,48.19,43.01,30.47,45.64
148,1,2,148,0,0,3.6,28.51,29.85,48.19,43.01,30.47,45.64,44.17
149,1,2,149,0,0,3.6,29.85,48.19,43.01,30.47,45.64,44.17,44.19
150,1,2,150,0,0,3.6,48.19,43.01,30.47,45.64,44.17,44.19,46.53
151,1,2,151,0,0,3.6,43.01,30.47,45.64,44.17,44.19,46.53,48.41
152,1,2,152,0,0,3.6,30.47,45.64,44.17,44.19,46.53,48.41,47.16
153,1,2,153,0,0,3.6,45.64,44.17,44.19,46.53,48.41,47.16,40.21
154,1,2,154,0,0,3.6,44.17,44.19,46.53,48.41,47.16,40.21,48.26
155,1,2,155,0,0,3.6,44.19,46.53,48.41,47.16,40.21,48.26,48.87
156,1,2,156,0,0,3.6,46.53,48.41,47.16,40.21,48.26,48.87,43.19
157,1,2,157,0,0,3.6,48.41,47.16,40.21,48.26,48.87,43.19,40.18
158,1,2,158,0,0,3.6,47.16,40.21,48.26,48.87,43.19,40.18,45.25
159,1,2,159,0,0,3.6,40.21,48.26,48.87,43.19,40.18,45.25,42.94
160,1,2,160,0,0,3.6,48.26,48.87,43.19,40.18,45.25,42.94,52.23
161,1,2,161,0,0,3.6,48.87,43.19,40.18,45.25,42.94,52.23,48.74
162,1,2,162,0,0,3.6,43.19,40.18,45.25,42.94,52.23,48.74,43.04
163,1,2,163,0,0,3.6,40.18,45.25,42.94,52.23,48.74,43.04,45.04
164,1,2,164,0,0,3.6,45.25,42.94,52.23,48.74,43.04,45.04,42.17
165,1,2,165,0,0,3.6,42.94,52.23,48.74,43.04,45.04,42.17,37.13
166,1,2,166,0,0,3.6,52.23,48.74,43.04,45.04,42.17,37.13,35.09
167,1,2,167,0,0,3.6,48.74,43.04,45.04,42.17,37.13,35.09,24.43
168,1,2,168,0,0,3.6,43.04,45.04,42.17,37.13,35.09,24.43,11.46
169,1,2,169,0,0,3.6,45.04,42.17,37.13,35.09,24.43,11.46,8.85
170,1,2,170,0,0,3.6,42.17,37.13,35.09,24.43,11.46,8.85,9.85
171,1,2,171,0,0,3.6,37.13,35.09,24.43,11.46,8.85,9.85,5.62
172,1,2,172,0,0,3.6,35.09,24.43,11.46,8.85,9.85,5.62,10.45
173,1,2,173,0,0,3.6,24.43,11.46,8.85,9.85,5.62,10.45,13.08
174,1,2,174,0,0,3.6,11.46,8.85,9.85,5.62,10.45,13.08,26.26
175,1,2,175,0,0,3.6,8.85,9.85,5.62,10.45,13.08,26.26,35.58
176,1,2,176,0,0,3.6,9.85,5.62,10.45,13.08,26.26,35.58,47.89
177,1,2,177,0,0,3.6,5.62,10.45,13.08,26.26,35.58,47.89,50.04
178,1,2,178,0,0,3.6,10.45,13.08,26.26,35.58,47.89,50.04,39.25
179,1,2,179,0,0,3.6,13.08,26.26,35.58,47.89,50.04,39.25,44.62
180,1,2,180,0,0,3.6,26.26,35.58,47.89,50.04,39.25,44.62,42.47
181,1,2,181,0,0,3.6,35.58,47.89,50.04,39.25,44.62,42.47,35.75
182,1,2,182,0,0,3.6,47.89,50.04,39.25,44.62,42.47,35.75,40.71
183,1,2,183,0,0,3.6,50.04,39.25,44.62,42.47,35.75,40.71,48.39
184,1,2,184,0,0,3.6,39.25,44.62,42.47,35.75,40.71,48.39,50.13
185,1,2,185,0,0,3.6,44.62,42.47,35.75,40.71,48.39,50.13,47.62
186,1,2,186,0,0,3.6,42.47,35.75,40.71,48.39,50.13,47.62,46.35
187,1,2,187,0,0,3.6,35.75,40.71,48.39,50.13,47.62,46.35,39.57
188,1,2,188,0,0,3.6,40.71,48.39,50.13,47.62,46.35,39.57,45.61
189,1,2,189,0,0,3.6,48.39,50.13,47.62,46.35,39.57,45.61,40.64
190,1,2,190,0,0,3.6,50.13,47.62,46.35,39.57,45.61,40.64,43.42
191,1,2,191,0,0,3.6,47.62,46.35,39.57,45.61,40.64,43.42,50.29
192,1,2,192,0,0,3.6,46.35,39.57,45.61,40.64,43.42,50.29,42.99
193,1,2,193,0,0,3.6,39.57,45.61,40.64,43.42,50.29,42.99,44.37
194,1,2,194,0,0,3.6,45.61,40.64,43.42,50.29,42.99,44.37,42.56
195,1,2,195,0,0,3.6,40.64,43.42,50.29,42.99,44.37,42.56,49.61
196,1,2,196,0,0,3.6,43.42,50.29,42.99,44.37,42.56,49.61,52.54
197,1,2,197,0,0,3.6,50.29,42.99,44.37,42.56,49.61,52.54,42.76
198,1,2,198,0,0,3.6,42.99,44.37,42.56,49.61,52.54,42.76,48.34
199,1,2,199,0,0,3.6,44.37,42.56,49.61,52.54,42.76,48.34,41.1
200,1,2,200,0,0,3.6,42.56,49.61,52.54,42.76,48.34,41.1,48.27
201,1,2,201,0,0,3.6,49.61,52.54,42.76,48.34,41.1,48.27,45.33
202,1,2,202,0,0,3.6,52.54,42.76,48.34,41.1,48.27,45.33,43.07
203,1,2,203,0,0,3.6,42.76,48.34,41.1,48.27,45.33,43.07,43.16
204,1,2,204,0,0,3.6,48.34,41.1,48.27,45.33,43.07,43.16,48.75
205,1,2,205,0,0,3.6,41.1,48.27,45.33,43.07,43.16,48.75,40.51
206,1,2,206,0,0,3.6,48.27,45.33,43.07,43.16,48.75,40.51,40.46
207,1,2,207,0,0,3.6,45.33,43.07,43.16,48.75,40.51,40.46,36.77
208,1,2,208,0,0,3.6,43.07,43.16,48.75,40.51,40.46,36.77,38.92
209,1,2,209,0,0,3.6,43.16,48.75,40.51,40.46,36.77,38.92,45.06
210,1,2,210,0,0,3.6,48.75,40.51,40.46,36.77,38.92,45.06,35.55
211,1,2,211,0,0,3.6,40.51,40.46,36.77,38.92,45.06,35.55,41.57
212,1,2,212,0,0,3.6,40.46,36.77,38.92,45.06,35.55,41.57,50.24
213,1,2,213,0,0,3.6,36.77,38.92,45.06,35.55,41.57,50.24,48.3
214,1,2,214,0,0,3.6,38.92,45.06,35.55,41.57,50.24,48.3,47.34
215,1,2,215,0,0,3.6,45.06,35.55,41.57,50.24,48.3,47.34,42.07
216,1,2,216,0,0,3.6,35.55,41.57,50.24,48.3,47.34,42.07,47.51
217,1,2,217,0,0,3.6,41.57,50.24,48.3,47.34,42.07,47.51,43.86
218,1,2,218,0,0,3.6,50.24,48.3,47.34,42.07,47.51,43.86,49.44
219,1,2,219,0,0,3.6,48.3,47.34,42.07,47.51,43.86,49.44,46.92
220,1,2,220,0,0,3.6,47.34,42.07,47.51,43.86,49.44,46.92,44.9
221,1,2,221,0,0,3.6,42.07,47.51,43.86,49.44,46.92,44.9,44.13
222,1,2,222,0,0,3.6,47.51,43.86,49.44,46.92,44.9,44.13,40.7
223,1,2,223,0,0,3.6,43.86,49.44,46.92,44.9,44.13,40.7,42.98
224,1,2,224,0,0,3.6,49.44,46.92,44.9,44.13,40.7,42.98,44.8
225,1,2,225,0,0,3.6,46.92,44.9,44.13,40.7,42.98,44.8,41.22
226,1,2,226,0,0,3.6,44.9,44.13,40.7,42.98,44.8,41.22,42.13
227,1,2,227,0,0,3.6,44.13,40.7,42.98,44.8,41.22,42.13,45.75
228,1,2,228,0,0,3.6,40.7,42.98,44.8,41.22,42.13,45.75,47.19
229,1,2,229,0,0,3.6,42.98,44.8,41.22,42.13,45.75,47.19,41.71
230,1,2,230,0,0,3.6,44.8,41.22,42.13,45.75,47.19,41.71,45.88
231,1,2,231,0,0,3.6,41.22,42.13,45.75,47.19,41.71,45.88,44.66
232,1,2,232,0,0,3.6,42.13,45.75,47.19,41.71,45.88,44.66,43.94
233,1,2,233,0,0,3.6,45.75,47.19,41.71,45.88,44.66,43.94,40.82
234,1,2,234,0,0,3.6,47.19,41.71,45.88,44.66,43.94,40.82,48.27
235,1,2,235,0,0,3.6,41.71,45.88,44.66,43.94,40.82,48.27,44.73
236,1,2,236,0,0,3.6,45.88,44.66,43.94,40.82,48.27,44.73,44.21
237,1,2,237,0,0,3.6,44.66,43.94,40.82,48.27,44.73,44.21,44.21
238,1,2,238,0,0,3.6,43.94,40.82,48.27,44.73,44.21,44.21,43.37
239,1,2,239,0,0,3.6,40.82,48.27,44.73,44.21,44.21,43.37,40.09
240,1,2,240,0,0,3.6,48.27,44.73,44.21,44.21,43.37,40.09,51.36
241,1,2,241,0,0,3.6,44.73,44.21,44.21,43.37,40.09,51.36,43.15
242,1,2,242,0,0,3.6,44.21,44.21,43.37,40.09,51.36,43.15,38.66
243,1,2,243,0,0,3.6,44.21,43.37,40.09,51.36,43.15,38.66,46.13
244,1,2,244,0,0,3.6,43.37,40.09,51.36,43.15,38.66,46.13,41.87
245,1,2,245,0,0,3.6,40.09,51.36,43.15,38.66,46.13,41.87,41.76
246,1,2,246,0,0,3.6,51.36,43.15,38.66,46.13,41.87,41.76,37.35
247,1,2,247,0,0,3.6,43.15,38.66,46.13,41.87,41.76,37.35,34.37
248,1,2,248,0,0,3.6,38.66,46.13,41.87,41.76,37.35,34.37,41.62
249,1,2,249,0,0,3.6,46.13,41.87,41.76,37.35,34.37,41.62,41.65
250,1,2,250,0,0,3.6,41.87,41.76,37.35,34.37,41.62,41.65,48.78
251,1,2,251,0,0,3.6,41.76,37.35,34.37,41.62,41.65,48.78,47.03
252,1,2,252,0,0,3.6,37.35,34.37,41.62,41.65,48.78,47.03,47.38
253,1,2,253,0,0,3.6,34.37,41.62,41.65,48.78,47.03,47.38,45.09
254,1,2,254,0,0,3.6,41.62,41.65,48.78,47.03,47.38,45.09,40.09
255,1,2,255,0,0,3.6,41.65,48.78,47.03,47.38,45.09,40.09,44.71
256,1,2,256,0,0,3.6,48.78,47.03,47.38,45.09,40.09,44.71,39.4
257,1,2,257,0,0,3.6,47.03,47.38,45.09,40.09,44.71,39.4,42.72
258,1,2,258,0,0,3.6,47.38,45.09,40.09,44.71,39.4,42.72,42.24
259,1,2,259,0,0,3.6,45.09,40.09,44.71,39.4,42.72,42.24,48.28
260,1,2,260,0,0,3.6,40.09,44.71,39.4,42.72,42.24,48.28,45.01
261,1,2,261,0,0,3.6,44.71,39.4,42.72,42.24,48.28,45.01,45.85
262,1,2,262,0,0,3.6,39.4,42.72,42.24,48.28,45.01,45.85,50.11
263,1,2,263,0,0,3.6,42.72,42.24,48.28,45.01,45.85,50.11,42.12
264,1,2,264,0,0,3.6,42.24,48.28,45.01,45.85,50.11,42.12,51.9
265,1,2,265,0,0,3.6,48.28,45.01,45.85,50.11,42.12,51.9,51.87
266,1,2,266,0,0,3.6,45.01,45.85,50.11,42.12,51.9,51.87,49.65
267,1,2,267,0,0,3.6,45.85,50.11,42.12,51.9,51.87,49.65,50.21
268,1,2,268,0,0,3.6,50.11,42.12,51.9,51.87,49.65,50.21,45.89
269,1,2,269,0,0,3.6,42.12,51.9,51.87,49.65,50.21,45.89,44.75
270,1,2,270,0,0,3.6,51.9,51.87,49.65,50.21,45.89,44.75,43.65
271,1,2,271,0,0,3.6,51.87,49.65,50.21,45.89,44.75,43.65,48.11
272,1,2,272,0,0,3.6,49.65,50.21,45.89,44.75,43.65,48.11,49.9
273,1,2,273,0,0,3.6,50.21,45.89,44.75,43.65,48.11,49.9,49.44
274,1,2,274,0,0,3.6,45.89,44.75,43.65,48.11,49.9,49.44,49.14
275,1,2,275,0,0,3.6,44.75,43.65,48.11,49.9,49.44,49.14,41.34
276,1,2,276,0,0,3.6,43.65,48.11,49.9,49.44,49.14,41.34,38.76
277,1,2,277,0,0,3.6,48.11,49.9,49.44,49.14,41.34,38.76,47.87
278,1,2,278,0,0,3.6,49.9,49.44,49.14,41.34,38.76,47.87,52.17
279,1,2,279,0,0,3.6,49.44,49.14,41.34,38.76,47.87,52.17,62.03
280,1,2,280,0,0,3.6,49.14,41.34,38.76,47.87,52.17,62.03,55.52
281,1,2,281,0,0,3.6,41.34,38.76,47.87,52.17,62.03,55.52,51.79
282,1,2,282,0,0,3.6,38.76,47.87,52.17,62.03,55.52,51.79,58.14
283,1,2,283,0,0,3.6,47.87,52.17,62.03,55.52,51.79,58.14,57.18
284,1,2,284,0,0,3.6,52.17,62.03,55.52,51.79,58.14,57.18,59.66
285,1,2,285,0,0,3.6,62.03,55.52,51.79,58.14,57.18,59.66,46.47
286,1,2,286,0,0,3.6,55.52,51.79,58.14,57.18,59.66,46.47,60.2
287,1,2,287,0,0,3.6,51.79,58.14,57.18,59.66,46.47,60.2,53
288,1,2,288,0,0,3.6,58.14,57.18,59.66,46.47,60.2,53,41.84
289,2,3,1,0,0,3.6,57.18,59.66,46.47,60.2,53,41.84,45.05
290,2,3,2,0,0,3.6,59.66,46.47,60.2,53,41.84,45.05,46.65
291,2,3,3,0,0,3.6,46.47,60.2,53,41.84,45.05,46.65,48.25
292,2,3,4,0,0,3.6,60.2,53,41.84,45.05,46.65,48.25,61.95
293,2,3,5,0,0,3.6,53,41.84,45.05,46.65,48.25,61.95,50.68
294,2,3,6,0,0,3.6,41.84,45.05,46.65,48.25,61.95,50.68,50.14
295,2,3,7,0,0,3.6,45.05,46.65,48.25,61.95,50.68,50.14,59.19
296,2,3,8,0,0,3.6,46.65,48.25,61.95,50.68,50.14,59.19,56.11
297,2,3,9,0,0,3.6,48.25,61.95,50.68,50.14,59.19,56.11,51.8
298,2,3,10,0,0,3.6,61.95,50.68,50.14,59.19,56.11,51.8,55.8
299,2,3,11,0,0,3.6,50.68,50.14,59.19,56.11,51.8,55.8,51.75
300,2,3,12,0,0,3.6,50.14,59.19,56.11,51.8,55.8,51.75,60.01
301,2,3,13,0,0,3.6,59.19,56.11,51.8,55.8,51.75,60.01,52.6
302,2,3,14,0,0,3.6,56.11,51.8,55.8,51.75,60.01,52.6,47.7
303,2,3,15,0,0,3.6,51.8,55.8,51.75,60.01,52.6,47.7,34.9
304,2,3,16,0,0,3.6,55.8,51.75,60.01,52.6,47.7,34.9,64.79
305,2,3,17,0,0,3.6,51.75,60.01,52.6,47.7,34.9,64.79,48.7
306,2,3,18,0,0,3.6,60.01,52.6,47.7,34.9,64.79,48.7,54.25
307,2,3,19,0,0,3.6,52.6,47.7,34.9,64.79,48.7,54.25,57.03
308,2,3,20,0,0,3.6,47.7,34.9,64.79,48.7,54.25,57.03,59.8
309,2,3,21,0,0,3.6,34.9,64.79,48.7,54.25,57.03,59.8,54
310,2,3,22,0,0,3.6,64.79,48.7,54.25,57.03,59.8,54,45.6
311,2,3,23,0,0,3.6,48.7,54.25,57.03,59.8,54,45.6,53.3
312,2,3,24,0,0,3.6,54.25,57.03,59.8,54,45.6,53.3,44.8
313,2,3,25,0,0,3.6,57.03,59.8,54,45.6,53.3,44.8,58.8
314,2,3,26,0,0,3.6,59.8,54,45.6,53.3,44.8,58.8,60.13
315,2,3,27,0,0,3.6,54,45.6,53.3,44.8,58.8,60.13,63.6
316,2,3,28,0,0,3.6,45.6,53.3,44.8,58.8,60.13,63.6,39.9
317,2,3,29,0,0,3.6,53.3,44.8,58.8,60.13,63.6,39.9,39.3
318,2,3,30,0,0,3.6,44.8,58.8,60.13,63.6,39.9,39.3,57.99
319,2,3,31,0,0,3.6,58.8,60.13,63.6,39.9,39.3,57.99,57.55
320,2,3,32,0,0,3.6,60.13,63.6,39.9,39.3,57.99,57.55,57.11
321,2,3,33,0,0,3.6,63.6,39.9,39.3,57.99,57.55,57.11,54.98
322,2,3,34,0,0,3.6,39.9,39.3,57.99,57.55,57.11,54.98,52.85
323,2,3,35,0,0,3.6,39.3,57.99,57.55,57.11,54.98,52.85,62.12
